Código;Cliente;Data Pedido;Data Entrega;Valor Pedido;Situação

39680;Joilma Almicar Barreiros;2012-11-20;2012-12-03;9911.8;C;

39681;Dioene Mateus Veiga;2009-02-14;2009-02-24;7877.87;Q;

39682;Gilfabio Kleber Amorin;2010-04-23;2010-05-02;1684.85;A;

39683;Lenilson Toquetto Glinke;2011-07-04;2011-07-14;7564.14;C;

30051;Valdenilson Claudilene Muller;2012-06-16;2012-06-26;2263.26;Q;

30052;Zulmira Ardengui Dietzmann;2013-02-15;2013-02-25;1002.94;Q;

30053;Nila Fraga Pedrussi;2009-06-30;2009-07-11;3914.69;A;

30054;Madelaine Florindo Antonielli;2010-11-10;2010-11-20;5239.19;Q;

30055;Uering Lira Leao;2012-08-14;2012-08-24;2904.24;C;

30056;Clenilton Mera Formehl;2009-03-05;2009-03-15;8529.67;A;

30057;Deranir Rozineti Schein;2008-07-21;2008-07-30;1297.71;I;

30058;Joatson L.Oliveira Mozel;2010-02-02;2010-02-12;2124.25;Q;

30059;Caciane Debortoli Weber;2013-01-16;2013-01-26;3131.04;C;

30060;Gilnei Valdivino Schrader;2016-05-18;2016-05-28;6758.81;C;

30061;Michell Lageano Dessbesell;2016-01-28;2016-02-08;9123.11;I;

30062;Agrinaldo Estulano Kunzler;2014-08-26;2014-09-06;5433.87;A;

30063;Filonila Paiva Vostal;2014-01-20;2014-01-31;5981.74;I;

30064;Schirley Munarotto Henemann;2009-01-08;2009-01-18;4975.81;I;

30065;Leocrecia Giane Canton;2014-07-24;2014-08-02;9286.99;A;

30066;Jussileia Natalino Maas;2011-11-19;2011-12-02;6307.64;I;

30067;Denisvaldo S.Albuquerq Knewitz;2010-01-06;2010-01-16;9860.35;Q;

30068;Veronica Daliane Simonet;2011-05-13;2011-05-23;5805.52;A;

30069;Izana Anna Wenningkamp;2015-08-23;2015-09-03;2636.45;Q;

30070;Herculano Mariluz Pamegiani;2013-05-10;2013-05-20;9474.6;I;

30071;Boaventura Sant'Ana Soares;2015-09-22;2015-10-01;3812.72;Q;

30072;Marinella H.Jablonski Sarote;2013-07-12;2013-07-22;4417.88;C;

30073;Giovanna Messias Mares;2010-10-25;2010-11-04;384.06;Q;

30074;Valdezan Kaller Priebe;2013-10-02;2013-10-12;4822.71;A;

30075;Agnaldo Rumpel Gois;2009-12-06;2009-12-16;123.53;A;

30076;Onira Getrudes Saude;2013-11-13;2013-11-23;8087.4;I;

30077;Aremice Cleomar Assmann;2014-07-12;2014-07-22;6225.54;A;

30078;Leonard Raupp Strottmann;2011-08-01;2011-08-11;3329.54;C;

30079;Jerffson Brizola Roocks;2013-11-02;2013-11-12;2565.14;I;

30080;Lucinete Lunardi Viana;2012-11-22;2012-12-05;4918.73;A;

30081;Emanoelza Carneiro Henssler;2010-03-30;2010-04-10;4449.46;A;

30082;Jeraci Lucimar Rommel;2010-01-06;2010-01-16;6471.45;I;

30083;Vandreia Marce Terra;2012-11-21;2012-12-04;5644.19;C;

30084;Iolete Leadir Casagrande;2015-11-10;2015-11-20;7726.3;A;

30085;Janison Irrael Canabarro;2012-03-10;2012-03-20;5066.13;Q;

30086;Valtir Makoski Santinon;2013-07-17;2013-07-27;3127.67;Q;

30087;Joelma Janise Fett;2015-05-24;2015-06-03;4187.53;A;

30088;Francimar Willian Konrath;2009-10-06;2009-10-16;2760.82;C;

30089;Jalira M.O.Da Sebulsque;2014-07-29;2014-08-07;3301.05;Q;

30090;Severino Filomena Boeira;2012-06-06;2012-06-16;2855.98;I;

30091;Jeri Fedulo Goularte;2008-07-28;2008-08-06;2336.0;C;

30092;Almiria Jocemir Assuncao;2016-04-25;2016-05-04;5746.04;Q;

30093;Sudreane Margarete Michelsen;2010-06-03;2010-06-13;7614.95;Q;

30094;Alderito Fauaze Velez;2011-04-02;2011-04-12;4198.77;A;

30095;Jamilly Zeli Bronzoni;2014-05-05;2014-05-15;976.69;Q;

30096;Valtir Viviani Disiderio;2009-05-16;2009-05-26;4945.39;Q;

30097;Getulio Vanilza Lemes;2011-09-24;2011-10-03;1811.93;C;

30098;Silvana Alberto Brum;2013-02-21;2013-03-02;264.03;I;

30099;Ilkamilla Jeverton Lessa;2009-02-09;2009-02-19;7509.26;A;

30100;Stenio Beckmann Lahn;2010-04-03;2010-04-13;1297.4;I;

30101;Hueslen Justiniano Wansinck;2008-07-17;2008-07-27;1443.52;I;

30102;Erlandia Scherer Padia;2011-04-08;2011-04-18;8127.29;I;

30103;Anselma Vanilson Romero;2014-05-24;2014-06-03;2567.37;Q;

30104;Romulo Vigano Hansen;2012-05-21;2012-05-31;8541.82;A;

30105;Nilton Balbino Wirganovicz;2010-02-27;2010-03-08;2940.7;A;

30106;Renia Wulff Ennes;2010-12-29;2011-01-05;2376.78;Q;

30107;Delair Giliardi Shimoda;2010-12-06;2010-12-16;9080.34;A;

30108;Adesio Palhano Emygdio;2013-05-12;2013-05-22;141.23;Q;

30109;Octaviano Bernardo Wathier;2010-11-07;2010-11-17;8558.73;C;

30110;Elizabel Nazare Terre;2009-04-03;2009-04-13;5459.38;A;

30111;Erudi Marte Ramao;2014-01-20;2014-01-31;3449.39;Q;

30112;Braulio Avelar Albrecht;2013-05-02;2013-05-12;5737.17;Q;

30113;Valdimilco Vicentina Lanfredi;2010-03-20;2010-03-30;8585.7;A;

30114;Nilsangela Quaresma Bonifacio;2008-08-28;2008-09-08;8765.23;I;

30115;Djaci Dione Scotta;2009-09-28;2009-10-07;4486.12;Q;

30116;Roseli Raphael Berz;2014-02-22;2014-03-03;4190.24;A;

30117;Sirlani Portilho Caldeira;2010-05-16;2010-05-26;8551.54;C;

30118;Oberlan Kasper Pittelkow;2012-10-19;2012-10-29;170.27;Q;

30119;Ivanilson Jeancarlos Vargas;2008-11-07;2008-11-17;7726.63;C;

30120;Airto Rodinei Bruxel;2009-01-20;2009-01-31;2589.04;Q;

30121;Aldenes Jeraci Nagildo;2008-12-17;2008-12-27;9153.62;I;

30122;Cledimara Bernardi Dattein;2008-10-17;2008-10-27;2197.35;I;

30123;Jusivaldo O.Melo Gering;2009-12-02;2009-12-12;1552.56;C;

30124;Joelmo Francelia Hoher;2011-01-05;2011-01-15;252.41;Q;

30125;Sirlani Portilho Caldeira;2008-09-05;2008-09-15;3674.36;A;

30126;Guteagle Hortencia Granvilli;2010-08-23;2010-09-03;4779.41;Q;

30127;Marlizete Feitoza Gemelli;2012-11-21;2012-12-04;9353.27;A;

30128;Demetrio Vilela Boesing;2014-03-15;2014-03-25;2185.99;I;

30129;Marciele Rothmund Kovalski;2011-04-11;2011-04-21;5076.74;C;

30130;Jaconias Dorivaldo Stangherlin;2008-12-20;2008-12-29;7622.79;Q;

30131;Tamiris Apolo Tempass;2009-09-17;2009-09-27;9374.79;C;

30132;Joselene Idenilde Klos;2012-04-29;2012-05-08;7659.06;C;

30133;Osiane Fussieger Lowe;2015-06-02;2015-06-12;1457.82;A;

30134;Roseneide Maicon Meregalli;2015-01-14;2015-01-24;5122.51;A;

30135;Nedilma Zardinello Baruffi;2011-10-03;2011-10-13;3461.54;A;

30136;Sudreane Sant'Ana Pospichil;2010-10-07;2010-10-17;7380.16;C;

30137;Meriane Fabem Marostica;2015-11-10;2015-11-20;8838.23;C;

30138;Suzamar Doroteu Walber;2009-01-25;2009-02-05;4725.53;A;

30139;Rodolfo Cali Molgao;2011-09-04;2011-09-14;7857.54;A;

30140;Debhora Ailton Sangiogo;2016-04-23;2016-05-02;3625.86;Q;

30141;Meuri Alecxandro Walker;2010-08-09;2010-08-19;8577.05;Q;

30142;Thaiz Pina Leseux;2011-05-12;2011-05-22;7626.93;Q;

30143;Edmarcia Grazziotin Gama;2010-07-29;2010-08-07;8487.99;I;

30144;Anancy Madalena Kray;2012-12-07;2012-12-17;1887.75;C;

30145;Ediego J.Santo Rothe;2010-01-24;2010-02-04;1622.21;A;

30146;Leonides Marilussi Rigotti;2014-01-17;2014-01-27;6812.11;I;

30147;Isac Pinheiro Terebinto;2012-02-13;2012-02-23;9926.27;I;

30148;Ellen Guaraci Damaceno;2010-08-04;2010-08-14;6167.5;I;

30149;Deilson Sivonei Kleinkauff;2009-02-21;2009-03-02;4359.04;I;

30150;Hingrid Levi Foscharini;2013-06-29;2013-07-10;8693.32;C;

30151;Adenilza Evaldt Rauber;2009-12-29;2010-01-07;7524.43;Q;

30152;Evanildo Lemes Bergamini;2016-05-04;2016-05-14;966.55;I;

30153;Olinto Carisane Marcon;2008-10-04;2008-10-14;2451.38;A;

30154;Dair Henz Eckhard;2013-03-11;2013-03-21;9051.82;I;

30155;Osania Valdinei Jaroszewski;2009-04-14;2009-04-24;1539.8;A;

30156;Veronete Candia Streck;2012-01-18;2012-01-28;5107.88;A;

30157;Isaias Geovano Pandolfo;2013-08-29;2013-09-09;2907.7;I;

30158;Fabiel Luciane Stahl;2016-03-15;2016-03-25;1921.64;A;

30159;Aldileia Elci Neres;2011-12-04;2011-12-14;728.81;C;

30160;Adenizia Siva Hubner;2013-04-09;2013-04-19;8007.45;A;

30161;Elveti Rodreigues Lopes;2015-09-24;2015-10-03;9989.57;C;

30162;Guinaldo Gollmann Dapper;2012-03-26;2012-04-06;8456.13;Q;

30163;Jadeilson Knecht Bahia;2015-09-19;2015-09-29;7790.29;Q;

30164;Elivelton Jeancarlos Lira;2016-03-06;2016-03-16;17.55;A;

30165;Jorneide Pino Trisch;2014-12-29;2015-01-05;582.89;A;

30166;Glaudio Carin Rodolpho;2013-10-12;2013-10-22;6900.93;I;

30167;Arcildo Enice Schuler;2011-04-04;2011-04-14;3118.34;C;

30168;Erivan Serafini Soelo;2009-10-27;2009-11-06;7424.93;I;

30169;Valderes Ariel Nobrega;2013-08-23;2013-09-03;3491.75;I;

30170;Rovanir Ireni Heimerdinger;2010-12-20;2010-12-29;2344.66;Q;

30171;Euzita Milene Cardoso;2015-11-18;2015-11-28;7806.1;C;

30172;Geanne Elizandra Roque;2015-02-10;2015-02-20;7129.59;I;

30173;Irla Leontina Reis;2014-02-05;2014-02-15;7787.2;I;

30174;Aliane Steigleder Zorzi;2009-03-02;2009-03-12;6215.62;C;

30175;Ewelin Saluar Fisch;2009-10-05;2009-10-15;4466.79;I;

30176;Samanta Gladis Fetter;2009-01-25;2009-02-05;776.83;C;

30177;Wendell Van Moraes;2011-02-28;2011-03-10;8999.46;Q;

32846;Vital Gomes Schapuis;2013-02-14;2013-02-24;1479.83;I;

32847;Oraci Lelis Diefenthaler;2014-10-09;2014-10-19;6409.9;I;

32848;Everton Leandra Valstrich;2014-01-06;2014-01-16;8023.4;C;

32849;Valdicelia Moreno Fergofe;2015-01-05;2015-01-15;3473.73;I;

36658;Neirijane Dispissel Rocha;2013-05-04;2013-05-14;6878.7;A;

36659;Magna Canisio Arantes;2014-09-03;2014-09-13;3142.54;Q;

29422;Wildenberg Hildegardis Schmitz;2016-01-05;2016-01-15;7518.13;C;

29423;Giselli M.de Nicolini;2013-09-22;2013-10-01;6675.6;I;

29424;Regine Daniela Serqueira;2016-05-13;2016-05-23;915.59;I;

29425;Meuri Pnto Bottene;2014-03-07;2014-03-17;2767.93;Q;

32877;Leonira Farias Alba;2015-05-30;2015-06-09;4355.52;C;

32878;Lehilson Josiane Hise;2010-05-29;2010-06-08;7034.15;C;

32879;Greigues Edilvan Zucatti;2011-07-15;2011-07-25;4180.35;C;

32880;Jeraci Oscar Paim;2008-08-11;2008-08-21;5388.61;I;

32881;Isoleta Pandolfo Breyer;2009-02-11;2009-02-21;8828.8;Q;

32882;Romacir Colvero Sant'Ana;2010-04-16;2010-04-26;3182.66;A;

32883;Monalisa Aloir Pinheirodias;2014-06-07;2014-06-17;5648.83;I;

32884;Adriel Angelita Sant'Ana;2013-10-07;2013-10-17;3633.41;Q;

32885;Adenizia Mendes Cascalho;2010-11-21;2010-12-04;9149.94;Q;

32886;Nehemias Barkoski Konrath;2013-12-25;2014-01-01;4528.86;A;

32887;Tacilia Lanz Piloto;2015-08-01;2015-08-11;1607.33;Q;

32888;Ernando Brizolla Mengue;2009-11-07;2009-11-17;9302.68;I;

32889;Lubia Lucimaria Gimenez;2010-11-12;2010-11-22;5103.96;Q;

32890;Natalicio Gisele Buratti;2009-12-16;2009-12-26;9146.77;Q;

32891;Juciano Werle F.Tubias;2014-03-10;2014-03-20;7733.37;I;

32892;Janilton Anjos Madeira;2015-08-17;2015-08-27;3298.09;Q;

32893;Aderico Drechsler Becher;2009-03-08;2009-03-18;2147.24;I;

32894;Emanueli Estelamaris Pins;2014-07-12;2014-07-22;4909.94;Q;

32895;Tanise Margarida Rothmund;2011-12-29;2012-01-07;1992.22;Q;

32896;Erlan Susiane Berguemaier;2013-01-11;2013-01-21;1733.38;A;

32897;Klebes Ediraldo Fuchs;2014-11-20;2014-12-03;1451.84;C;

32898;Onira Pospich Kunkel;2014-11-11;2014-11-21;532.65;C;

32899;Isamack Hedi Zemignani;2012-05-16;2012-05-26;7939.71;Q;

32900;Valdinea Demilson Bergamaski;2013-05-02;2013-05-12;3132.28;I;

32901;Martinez Heinrich Damasceno;2015-08-08;2015-08-18;6371.43;I;

32902;Aureny Detanico Teixiera;2011-11-08;2011-11-18;8790.34;Q;

32903;Darlyne Roochs Bleil;2016-04-28;2016-05-07;3861.35;Q;

32904;Nelba Leites Kayser;2015-08-14;2015-08-24;5526.57;I;

32905;Frediel Muniz Molin;2009-09-22;2009-10-01;6666.17;A;

32906;Valdezan Rodrigues Somacal;2008-09-05;2008-09-15;9361.72;Q;

32907;Joelce I.Souza Scarparo;2015-06-13;2015-06-23;559.22;I;

32908;Maximiano Crislaine Marta;2012-10-20;2012-10-30;4363.07;I;

32909;Anestor Nilda Novaes;2009-03-08;2009-03-18;7607.04;C;

32910;Arilson H.Gutierrez Bergmann;2011-11-15;2011-11-25;1082.28;Q;

32911;Tarles Diolmiro Cavalcante;2015-05-19;2015-05-29;8496.94;C;

32912;Clerison Isabraldi Baumgartner;2012-02-03;2012-02-13;6254.73;Q;

32913;Wesdenes Claudecir Caccavale;2015-06-15;2015-06-25;6664.41;I;

32914;Josiani Claudionei Gauze;2010-11-12;2010-11-22;7983.49;Q;

32915;Josenilson Darlise Kirch;2010-01-10;2010-01-20;1440.5;Q;

32916;Giliarde Margarete Neri;2013-01-02;2013-01-12;6280.54;I;

32917;Laizir Matuzalem N.Oliveira;2013-04-27;2013-05-06;2317.06;Q;

32918;Clevenilda Angelito Benites;2012-12-03;2012-12-13;7812.95;C;

32919;Roseleide Moacyr Federigo;2009-11-25;2009-12-07;3770.47;Q;

32920;Stefani Lucinalva Bocorny;2011-08-10;2011-08-20;5870.79;Q;

32921;Marciano Rozineti Schilling;2015-07-22;2015-07-31;8147.23;I;

32922;Maviane Simont Ennes;2016-01-15;2016-01-25;9203.2;I;

32923;Zeni Gerusa Land;2012-12-21;2012-12-29;9697.99;I;

32924;Aldoar Celso Marquevikis;2014-07-10;2014-07-20;171.64;A;

32925;Diuli Grasilhano Angelo;2015-01-23;2015-02-03;8373.67;C;

32926;Uilliam Margarete Rampelotto;2009-08-15;2009-08-25;8860.93;C;

32927;Jeovan Alzemiro Krug;2012-10-27;2012-11-06;4865.92;A;

32928;Marlania Elizeu Queiros;2009-02-08;2009-02-18;8959.97;C;

32929;Ruan Roger Brandao;2013-05-07;2013-05-17;7198.26;C;

32930;Edila Erlete Aleixo;2009-09-23;2009-10-02;8845.3;Q;

32931;Suelia Pasqual Jose;2010-12-12;2010-12-22;5890.21;C;

32932;Elasio Otavia Gaviao;2010-10-27;2010-11-06;727.95;A;

32933;Joselina Cibele Kosmann;2011-11-25;2011-12-08;5825.5;I;

32934;Ionaldo Horacio Paloski;2009-04-19;2009-04-29;8031.7;A;

36772;Gerivaldo Barasuol Strieski;2008-09-03;2008-09-13;311.67;A;

36773;Tacilia M.Hoffmann Rios;2009-02-01;2009-02-11;3157.86;A;

36774;Constantino Carlebe Gallon;2010-06-22;2010-07-03;3879.91;Q;

36775;Hueslen Cseke Schein;2009-01-16;2009-01-26;6725.45;C;

36776;Isolda Dienstmann Carpes;2010-05-07;2010-05-17;3641.51;A;

36777;Iolanda Schepelski Noll;2008-07-13;2008-07-23;6479.9;I;

36778;Johnatan K.Dos Lindner;2012-05-10;2012-05-20;6129.67;A;

36779;Valdocir Kauffmann Franck;2013-07-27;2013-08-05;8021.2;Q;

36780;Cleonilson Konzen Kielling;2013-07-23;2013-08-01;6131.36;C;

36781;Vantuir Lelis Ramos;2011-01-06;2011-01-16;2753.67;A;

36782;Savana Barcelos Bemvenuto;2014-02-24;2014-03-05;9000.1;I;

36783;Jayme Ternus Soledade;2015-09-06;2015-09-16;298.95;I;

36784;Gildalvo Cavalheiro Kohlhoff;2015-12-23;2015-12-30;818.26;Q;

36785;Profiro C. do Romitti;2014-09-09;2014-09-19;2308.46;A;

36786;Ritamar M.Guimaraes Bergmann;2013-05-31;2013-06-10;8531.38;Q;

36787;Gisele Rogelia Modinger;2014-10-02;2014-10-12;8440.27;I;

36788;Adileia Lageano Meine;2011-07-12;2011-07-22;7285.37;Q;

36789;Mirani Sanderlei Cezar;2009-02-26;2009-03-07;4927.76;C;

36790;Ildefonso Deomir Izidoro;2011-04-30;2011-05-09;9472.75;C;

36791;Lourdes Cappelari Pribe;2012-08-28;2012-09-08;1068.1;Q;

36792;Edmilton Anderlei Schveitzer;2012-05-24;2012-06-03;5060.05;I;

36793;Cladir Hunsche Leites;2009-05-12;2009-05-22;1573.14;Q;

36794;Nilvani Irinaldo Kal;2016-03-26;2016-04-06;3202.72;A;

36795;Ednalia Justino Smith;2010-10-03;2010-10-13;7993.56;Q;

36796;Liamara Quelma Muchiski;2011-04-26;2011-05-05;9008.58;Q;

36797;Valdi Donizete Herber;2013-03-24;2013-04-04;5884.21;I;

36798;Lires Pino Konrath;2008-09-29;2008-10-09;6142.14;A;

36799;Motanaro Jocemir Kray;2011-09-20;2011-09-30;5907.1;I;

36800;Ruben Alcantara Schierhold;2014-12-17;2014-12-27;1726.49;I;

36801;Denise Schutze Loff;2011-07-03;2011-07-13;1229.17;Q;

36802;Arcangelo Luciamar Clemente;2014-11-10;2014-11-20;750.77;Q;

36803;Jassiara Gildasio Kunst;2008-12-29;2009-01-06;4109.66;A;

36804;Ledomara Milvo Romitti;2015-05-02;2015-05-12;7270.48;A;

36805;Delcio Schalm Farias;2016-02-17;2016-02-27;6703.01;I;

36806;Jenivaldo P S.Lopes;2009-11-28;2009-12-10;4567.97;C;

36807;Josoe Branco Andre;2012-12-19;2012-12-29;2734.41;A;

36808;Gisele Rogelia Modinger;2016-05-14;2016-05-24;6322.0;A;

36809;Ceima Vilton Hillesheim;2013-09-18;2013-09-28;5098.13;A;

36810;Gildene R. da Czervinski;2012-04-06;2012-04-16;2626.66;C;

36811;Auremita Godoy Branco;2008-12-11;2008-12-21;8278.46;A;

36812;Cleides Elisabeth Kuntz;2010-06-18;2010-06-28;3290.62;Q;

36813;Darle Etges Spindler;2010-04-21;2010-04-30;1173.29;Q;

36814;Rozeni Brandao Koeche;2014-08-26;2014-09-06;721.5;A;

36815;Estelamar Vigano Pita;2009-02-27;2009-03-08;3312.64;I;

36816;Renilsa Teles Debald;2012-03-19;2012-03-29;1322.57;I;

36817;Marluci Elisabeth Berta;2009-10-01;2009-10-11;1470.4;C;

36818;Erna Alecsandro Belmirio;2011-04-21;2011-04-30;617.3;Q;

36819;Lucilene Bettio Lassen;2008-07-16;2008-07-26;5918.68;I;

36820;Hyure Jeraci Sena;2012-06-18;2012-06-28;2860.43;C;

36821;Marciani Fructos Kettermann;2011-07-08;2011-07-18;4633.27;I;

36822;Joiceane Lottermann Donini;2012-04-20;2012-04-29;6592.18;I;

36823;Edelzuita B. Correia. Cardoso;2012-04-27;2012-05-06;5161.93;I;

36824;Mark Alisson Mylius;2015-05-28;2015-06-07;2475.58;I;

36825;Eronides Emiliano Brayer;2014-09-28;2014-10-07;1843.47;Q;

36826;Sinara Franca Polesso;2014-05-16;2014-05-26;2366.96;A;

36827;Quene L. do Salles;2015-05-11;2015-05-21;9310.25;I;

36828;Jedaias Ely Viciniescki;2010-06-13;2010-06-23;9032.06;A;

36829;Deivis Augustino Sampaio;2014-06-21;2014-07-02;23.05;Q;

36830;Erisvaldo Ezequias Neres;2013-11-21;2013-12-03;2633.56;Q;

36831;Nanci Delci Santiago;2015-12-06;2015-12-16;5358.0;C;

36832;Blasio Dandolini Copceski;2010-09-12;2010-09-22;7699.06;C;

36833;Odoario Pioly Anna;2013-08-21;2013-09-01;6870.44;A;

36834;Imna Soriano Zandona;2014-07-02;2014-07-12;2131.87;A;

36835;Gustavo Rejana Scherer;2014-04-25;2014-05-04;3402.84;C;

36836;Lucelia da Costa Winter;2015-03-27;2015-04-07;9446.68;I;

36837;Julival Rafael Hammacher;2013-03-30;2013-04-10;3569.07;Q;

36838;Arcildo Bujes Gazzola;2011-10-31;2011-11-10;3023.36;A;

36839;Eroci Evaldir Rinker;2016-04-24;2016-05-03;7130.26;A;

36840;Eduvino Vasques Krug;2013-11-26;2013-12-08;7396.59;I;

36841;Clescio Almindo Hoffmeister;2011-03-22;2011-04-02;1159.04;A;

36842;Ademiro Dernevaldo Goudinho;2015-07-16;2015-07-26;6719.73;C;

36843;Dilan Binsfeld Hadlich;2008-09-02;2008-09-12;576.99;C;

36844;Alan Severino Gayger;2012-10-01;2012-10-11;6091.05;C;

36845;Isnangio Cassio Fetter;2015-03-24;2015-04-04;195.25;I;

39706;Eligleice Roselaine Moraes;2008-07-09;2008-07-19;4370.74;C;

39707;Edenilse L.Rodrigues Celistre;2009-02-19;2009-02-28;6372.62;Q;

25610;Setembrino Valdocir Damer;2012-10-06;2012-10-16;3033.54;C;

25611;Suelen Filgueiras Borth;2015-10-19;2015-10-29;3810.02;I;

30184;Uilton Milton Simplicio;2012-06-13;2012-06-23;3913.24;C;

30185;Dernileia Schepelski Carmona;2014-06-12;2014-06-22;1870.01;C;

30186;Maxsalem Orides Tadday;2014-11-04;2014-11-14;518.47;I;

30187;Iagaro Valtor Candido;2010-05-16;2010-05-26;2735.32;Q;

30188;Gilmarques Taborda Rodrigue;2012-06-06;2012-06-16;1070.03;C;

30189;Lielton Inacio Reichert;2011-10-15;2011-10-25;4192.07;C;

30190;Vanderlean Marilussi Stumpf;2010-06-07;2010-06-17;3062.63;A;

30191;Leonildo Puntel Jablonski;2012-05-25;2012-06-04;3107.73;A;

30192;Rozelene Loreni Abramsson;2009-06-05;2009-06-15;3420.91;I;

30193;Anilda Ernani Wotter;2015-01-14;2015-01-24;6303.54;I;

39739;Cleidimaria V.de Alcantra;2009-11-20;2009-12-02;6716.06;Q;

39740;Poul Neusa Vittorassi;2012-01-24;2012-02-04;7191.53;I;

39741;Normelia Dilma Ruwer;2014-10-29;2014-11-08;8082.41;A;

39742;Josceane Eckardt Priebe;2016-04-19;2016-04-29;4022.06;Q;

39743;Nilsangela Quaresma Bonifacio;2014-05-01;2014-05-11;1969.57;Q;

39744;Vagno Hercules Taborda;2009-03-19;2009-03-29;4748.53;I;

39745;Vanderval Dorli Couto;2014-02-11;2014-02-21;1682.29;C;

39746;Joneide Rozineti Pino;2008-11-22;2008-12-05;2738.3;A;

39747;Cristina Salatiel Marcaz;2008-06-25;2008-07-06;4732.36;Q;

39748;Ian Hermano Battisti;2014-04-16;2014-04-26;3734.85;Q;

39749;Helena Lila Knecht;2011-04-05;2011-04-15;443.9;I;

39750;Janadiel Sobrinho Peruna;2012-05-25;2012-06-04;8709.16;I;

39751;Suelena Appelt Ramos;2014-07-24;2014-08-02;2619.44;C;

39752;Renan Knecht Jacinto;2013-02-28;2013-03-10;7327.03;A;

39753;Evanide Lenilda Col;2015-12-08;2015-12-18;6485.67;C;

39754;Erlaine M.Bento Caceles;2011-02-20;2011-03-01;8941.48;I;

39755;Edileuza Bianchi Mozel;2009-01-17;2009-01-27;4818.51;A;

39756;Oilson Berg Apostolico;2010-07-25;2010-08-03;963.92;C;

39757;Jucilane Dapper Gossler;2015-01-27;2015-02-07;1535.55;C;

39758;Olalia Alessio Stefanello;2013-03-17;2013-03-27;5499.11;C;

39759;Giovana C Biedermann;2011-11-28;2011-12-11;5643.49;I;

39760;Valteni Bastiao Porciuncula;2009-08-11;2009-08-21;6270.2;A;

39761;Lisete Ido Ayres;2013-09-05;2013-09-15;1181.25;C;

39762;Marileuza Seibel Zanuz;2014-12-29;2015-01-05;9540.53;Q;

39763;Lisiani Anderson Possel;2015-05-06;2015-05-16;2748.36;I;

39764;Edevanildo Bolico Ennes;2011-06-18;2011-06-28;3693.59;C;

39765;Herbert Kolschne Lanius;2010-07-08;2010-07-18;9540.07;Q;

39766;Ivanez Garcez Kotowski;2008-12-24;2009-01-01;762.7;C;

39767;Gerfreson O.Casarin Marciniak;2010-12-29;2011-01-05;9968.17;I;

39768;Neuton Adanski Albeche;2008-11-03;2008-11-13;5542.78;Q;

39769;Marilane Pioly Escher;2009-07-04;2009-07-14;9696.38;I;

39770;Elandia Waltrich Mattos;2011-03-05;2011-03-15;6163.74;A;

39771;Eugenio Monique Bortholo;2013-06-13;2013-06-23;761.6;Q;

39772;Seliana Ivan Osorio;2008-08-18;2008-08-28;1106.77;C;

39773;Joana Graciele Belmiro;2014-10-16;2014-10-26;1153.32;Q;

39774;Dgeni Ravagnani Bonarrigo;2016-01-10;2016-01-20;9356.16;Q;

39775;Lailson Geneci Cascalho;2010-08-27;2010-09-07;5897.57;C;

39776;Cheiziane P. de Wozniak;2012-12-31;2013-01-10;8392.02;Q;

39777;Heverton R.Silva Kroeff;2011-11-25;2011-12-08;3305.29;A;

39778;Reivan Detanico Guimaraes;2010-03-04;2010-03-14;824.4;C;

39779;Olavo Viana Haas;2008-11-15;2008-11-25;3920.1;Q;

39780;Faustino Altenor Bozeski;2012-03-12;2012-03-22;4804.63;I;

39781;Saleti Claudeci Cardozo;2012-08-31;2012-09-10;5082.78;Q;

39782;Thierre O. dos Morera;2009-02-19;2009-02-28;5642.97;C;

39783;Yara Aureo Carniel;2009-04-17;2009-04-27;1138.05;I;

39784;Kerli Leonidas Dave;2012-02-25;2012-03-05;399.91;I;

39785;Balbina Ageu Bosin;2009-06-15;2009-06-25;812.48;Q;

39786;Anestor Stein Eltz;2011-04-02;2011-04-12;5326.98;Q;

39787;Etienne Anastacia Piedade;2012-09-12;2012-09-22;3689.23;Q;

39788;Thadeu B.Stuker Fetter;2009-07-22;2009-07-31;2595.58;Q;

39789;Onorina Peres Peres;2012-04-19;2012-04-29;9681.18;A;

39790;Josebeto Adimar Rocha;2013-05-28;2013-06-07;8696.12;C;

39791;Helvio Birk Rossi;2015-03-08;2015-03-18;9367.94;I;

39792;Alciane Fillmann Stanguerlin;2014-04-07;2014-04-17;4592.16;I;

39793;Railson Ludwig Koeche;2014-10-30;2014-11-09;5845.07;C;

39794;Jabson Amanda Camilo;2011-11-27;2011-12-10;9454.42;A;

39795;Ane Gardenia Kersckhoven;2012-08-18;2012-08-28;886.12;A;

39796;Jositania Barbosa Desouza;2014-09-10;2014-09-20;7623.48;C;

